CLASS_KEY,LESSON_KEY,STUDENT_KEY,QUIZ_KEY,QuestionNumber,Question,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,CorrectAnswers,TimeAllottedtoAnswer(seconds),Player,Answer,Correct/Incorrect,Correct,Incorrect,Score
CLS022,AWS01L01,SD365,AWS01L01Q3,Q3,What is an advantage of using the AWS Cloud over a traditional on-premises solution?,Users do not have to guess about future capacity needs,Users can utilize existing hardware contracts for purchases,Users can fix costs no matter what their traffic is,Users can avoid audits by using reports from AWS.,,,Users do not have to guess about future capacity needs,30,Troinsnk1,Users can fix costs no matter what their traffic is,Incorrect,0,1,0
CLS022,AWS01L01,SD366,AWS01L01Q3,Q3,What is an advantage of using the AWS Cloud over a traditional on-premises solution?,Users do not have to guess about future capacity needs,Users can utilize existing hardware contracts for purchases,Users can fix costs no matter what their traffic is,Users can avoid audits by using reports from AWS.,,,Users do not have to guess about future capacity needs,30,hoinsst,Users can utilize existing hardware contracts for purchases,Incorrect,0,1,0
CLS022,AWS01L01,SD368,AWS01L01Q3,Q3,What is an advantage of using the AWS Cloud over a traditional on-premises solution?,Users do not have to guess about future capacity needs,Users can utilize existing hardware contracts for purchases,Users can fix costs no matter what their traffic is,Users can avoid audits by using reports from AWS.,,,Users do not have to guess about future capacity needs,30,thuydt50,Users do not have to guess about future capacity needs,Correct,1,0,1322
CLS022,AWS01L01,SD369,AWS01L01Q4,Q4,Which of the following is an advantage of using AWS,AWS audits user data,Data is automatically secure,Trade capital expense for variable expense,AWS manages compliance needs,,,Trade capital expense for variable expense,20,soimmt,Trade capital expense for variable expense,Correct,1,0,743
CLS022,AWS01L01,SD367,AWS01L01Q4,Q4,Which of the following is an advantage of using AWS,AWS audits user data,Data is automatically secure,Trade capital expense for variable expense,AWS manages compliance needs,,,Trade capital expense for variable expense,20,hoivtt15,Trade capital expense for variable expense,Correct,1,0,584
CLS022,AWS01L01,SD370,AWS01L01Q4,Q4,Which of the following is an advantage of using AWS,AWS audits user data,Data is automatically secure,Trade capital expense for variable expense,AWS manages compliance needs,,,Trade capital expense for variable expense,20,Hooinspq1,,Incorrect,0,1,0
CLS022,AWS01L01,SD372,AWS01L01Q4,Q4,Which of the following is an advantage of using AWS,AWS audits user data,Data is automatically secure,Trade capital expense for variable expense,AWS manages compliance needs,,,Trade capital expense for variable expense,20,Khoinhnn10,Data is automatically secure,Incorrect,0,1,0
CLS022,AWS01L01,SD371,AWS01L01Q4,Q4,Which of the following is an advantage of using AWS,AWS audits user data,Data is automatically secure,Trade capital expense for variable expense,AWS manages compliance needs,,,Trade capital expense for variable expense,20,Luoitnt4,AWS manages compliance needs,Incorrect,0,1,0
CLS022,AWS01L01,SD364,AWS01L01Q4,Q4,Which of the following is an advantage of using AWS,AWS audits user data,Data is automatically secure,Trade capital expense for variable expense,AWS manages compliance needs,,,Trade capital expense for variable expense,20,Minhnn30,Trade capital expense for variable expense,Correct,1,0,863
CLS022,AWS01L01,SD365,AWS01L01Q4,Q4,Which of the following is an advantage of using AWS,AWS audits user data,Data is automatically secure,Trade capital expense for variable expense,AWS manages compliance needs,,,Trade capital expense for variable expense,20,Troinsnk1,AWS audits user data,Incorrect,0,1,0
CLS022,AWS01L01,SD366,AWS01L01Q4,Q4,Which of the following is an advantage of using AWS,AWS audits user data,Data is automatically secure,Trade capital expense for variable expense,AWS manages compliance needs,,,Trade capital expense for variable expense,20,hoinsst,Data is automatically secure,Incorrect,0,1,0
CLS022,AWS01L01,SD368,AWS01L01Q4,Q4,Which of the following is an advantage of using AWS,AWS audits user data,Data is automatically secure,Trade capital expense for variable expense,AWS manages compliance needs,,,Trade capital expense for variable expense,20,thuydt50,AWS manages compliance needs,Incorrect,0,1,0
CLS022,AWS01L01,SD369,AWS01L01Q5,Q5,What is another name for on-premises deployment?,Private cloud deployment,Cloud-based application,Hybrid deployment,AWS Cloud,,,Private cloud deployment,20,soimmt,Hybrid deployment,Incorrect,0,1,0
CLS022,AWS01L01,SD367,AWS01L01Q5,Q5,What is another name for on-premises deployment?,Private cloud deployment,Cloud-based application,Hybrid deployment,AWS Cloud,,,Private cloud deployment,20,hoivtt15,Private cloud deployment,Correct,1,0,970
CLS022,AWS01L01,SD370,AWS01L01Q5,Q5,What is another name for on-premises deployment?,Private cloud deployment,Cloud-based application,Hybrid deployment,AWS Cloud,,,Private cloud deployment,20,Hooinspq1,Private cloud deployment,Correct,1,0,866
CLS022,AWS01L01,SD372,AWS01L01Q5,Q5,What is another name for on-premises deployment?,Private cloud deployment,Cloud-based application,Hybrid deployment,AWS Cloud,,,Private cloud deployment,20,Khoinhnn10,Private cloud deployment,Correct,1,0,721
CLS022,AWS01L01,SD371,AWS01L01Q5,Q5,What is another name for on-premises deployment?,Private cloud deployment,Cloud-based application,Hybrid deployment,AWS Cloud,,,Private cloud deployment,20,Luoitnt4,Private cloud deployment,Correct,1,0,848
CLS022,AWS01L01,SD364,AWS01L01Q5,Q5,What is another name for on-premises deployment?,Private cloud deployment,Cloud-based application,Hybrid deployment,AWS Cloud,,,Private cloud deployment,20,Minhnn30,Private cloud deployment,Correct,1,0,792
CLS022,AWS01L01,SD365,AWS01L01Q5,Q5,What is another name for on-premises deployment?,Private cloud deployment,Cloud-based application,Hybrid deployment,AWS Cloud,,,Private cloud deployment,20,Troinsnk1,Private cloud deployment,Correct,1,0,956
CLS022,AWS01L01,SD366,AWS01L01Q5,Q5,What is another name for on-premises deployment?,Private cloud deployment,Cloud-based application,Hybrid deployment,AWS Cloud,,,Private cloud deployment,20,hoinsst,Private cloud deployment,Correct,1,0,779
CLS022,AWS01L01,SD368,AWS01L01Q5,Q5,What is another name for on-premises deployment?,Private cloud deployment,Cloud-based application,Hybrid deployment,AWS Cloud,,,Private cloud deployment,20,thuydt50,Private cloud deployment,Correct,1,0,818
CLS022,AWS01L01,SD369,AWS01L01Q6,Q6,What are the advantages of the AWS Cloud? (Choose two.),Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers,,"No need to guess capacity requirements, Increased speed to market",30,soimmt,"No need to guess capacity requirements, Increased upfront capital expenditure",Incorrect,0,1,0
CLS022,AWS01L01,SD367,AWS01L01Q6,Q6,What are the advantages of the AWS Cloud? (Choose two.),Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers,,"No need to guess capacity requirements, Increased speed to market",30,hoivtt15,"No need to guess capacity requirements, Increased speed to market",Correct,1,0,1288
CLS022,AWS01L01,SD370,AWS01L01Q6,Q6,What are the advantages of the AWS Cloud? (Choose two.),Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers,,"No need to guess capacity requirements, Increased speed to market",30,Hooinspq1,"No need to guess capacity requirements, Increased upfront capital expenditure",Incorrect,0,1,0
CLS022,AWS01L01,SD372,AWS01L01Q6,Q6,What are the advantages of the AWS Cloud? (Choose two.),Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers,,"No need to guess capacity requirements, Increased speed to market",30,Khoinhnn10,"Fixed rate monthly cost, No need to guess capacity requirements, Increased speed to market, Increased upfront capital expenditure, Physical access to cloud data centers",Incorrect,0,1,0
CLS022,AWS01L01,SD371,AWS01L01Q6,Q6,What are the advantages of the AWS Cloud? (Choose two.),Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers,,"No need to guess capacity requirements, Increased speed to market",30,Luoitnt4,"Increased speed to market, Increased upfront capital expenditure",Incorrect,0,1,0
CLS022,AWS01L01,SD364,AWS01L01Q6,Q6,What are the advantages of the AWS Cloud? (Choose two.),Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers,,"No need to guess capacity requirements, Increased speed to market",30,Minhnn30,"No need to guess capacity requirements, Increased speed to market",Correct,1,0,1624
CLS022,AWS01L01,SD365,AWS01L01Q6,Q6,What are the advantages of the AWS Cloud? (Choose two.),Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers,,"No need to guess capacity requirements, Increased speed to market",30,Troinsnk1,"No need to guess capacity requirements, Increased speed to market",Correct,1,0,1342
CLS022,AWS01L01,SD366,AWS01L01Q6,Q6,What are the advantages of the AWS Cloud? (Choose two.),Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers,,"No need to guess capacity requirements, Increased speed to market",30,hoinsst,"No need to guess capacity requirements, Increased upfront capital expenditure",Incorrect,0,1,0
CLS022,AWS01L01,SD368,AWS01L01Q6,Q6,What are the advantages of the AWS Cloud? (Choose two.),Fixed rate monthly cost,No need to guess capacity requirements,Increased speed to market,Increased upfront capital expenditure,Physical access to cloud data centers,,"No need to guess capacity requirements, Increased speed to market",30,thuydt50,"No need to guess capacity requirements, Increased upfront capital expenditure",Incorrect,0,1,0
CLS022,AWS01L01,SD369,AWS01L01Q7,Q7,AWS Cloud has seven advantages?,TRUE,FALSE,,,,,FALSE,20,soimmt,FALSE,Correct,1,0,1718
CLS022,AWS01L01,SD367,AWS01L01Q7,Q7,AWS Cloud has seven advantages?,TRUE,FALSE,,,,,FALSE,20,hoivtt15,TRUE,Incorrect,0,1,0
CLS022,AWS01L01,SD370,AWS01L01Q7,Q7,AWS Cloud has seven advantages?,TRUE,FALSE,,,,,FALSE,20,Hooinspq1,FALSE,Correct,1,0,1950
CLS022,AWS01L01,SD372,AWS01L01Q7,Q7,AWS Cloud has seven advantages?,TRUE,FALSE,,,,,FALSE,20,Khoinhnn10,,Incorrect,0,1,0
CLS022,AWS01L01,SD371,AWS01L01Q7,Q7,AWS Cloud has seven advantages?,TRUE,FALSE,,,,,FALSE,20,Luoitnt4,TRUE,Incorrect,0,1,0
CLS022,AWS01L01,SD364,AWS01L01Q7,Q7,AWS Cloud has seven advantages?,TRUE,FALSE,,,,,FALSE,20,Minhnn30,FALSE,Correct,1,0,1818
CLS022,AWS01L01,SD365,AWS01L01Q7,Q7,AWS Cloud has seven advantages?,TRUE,FALSE,,,,,FALSE,20,Troinsnk1,FALSE,Correct,1,0,1896
CLS022,AWS01L01,SD366,AWS01L01Q7,Q7,AWS Cloud has seven advantages?,TRUE,FALSE,,,,,FALSE,20,hoinsst,FALSE,Correct,1,0,1844
CLS022,AWS01L01,SD368,AWS01L01Q7,Q7,AWS Cloud has seven advantages?,TRUE,FALSE,,,,,FALSE,20,thuydt50,TRUE,Incorrect,0,1,0
CLS022,AWS01L01,SD369,AWS01L01Q8,Q8,"Do you manage Application, Data, Runtime, Middleware, O/S is On-Premises model?",TRUE,FALSE,,,,,FALSE,20,soimmt,TRUE,Incorrect,0,1,0
CLS022,AWS01L01,SD367,AWS01L01Q8,Q8,"Do you manage Application, Data, Runtime, Middleware, O/S is On-Premises model?",TRUE,FALSE,,,,,FALSE,20,hoivtt15,TRUE,Incorrect,0,1,0
CLS022,AWS01L01,SD370,AWS01L01Q8,Q8,"Do you manage Application, Data, Runtime, Middleware, O/S is On-Premises model?",TRUE,FALSE,,,,,FALSE,20,Hooinspq1,TRUE,Incorrect,0,1,0
CLS022,AWS01L01,SD372,AWS01L01Q8,Q8,"Do you manage Application, Data, Runtime, Middleware, O/S is On-Premises model?",TRUE,FALSE,,,,,FALSE,20,Khoinhnn10,FALSE,Correct,1,0,1432
CLS022,AWS01L01,SD371,AWS01L01Q8,Q8,"Do you manage Application, Data, Runtime, Middleware, O/S is On-Premises model?",TRUE,FALSE,,,,,FALSE,20,Luoitnt4,FALSE,Correct,1,0,1612
CLS022,AWS01L01,SD364,AWS01L01Q8,Q8,"Do you manage Application, Data, Runtime, Middleware, O/S is On-Premises model?",TRUE,FALSE,,,,,FALSE,20,Minhnn30,TRUE,Incorrect,0,1,0
CLS022,AWS01L01,SD365,AWS01L01Q8,Q8,"Do you manage Application, Data, Runtime, Middleware, O/S is On-Premises model?",TRUE,FALSE,,,,,FALSE,20,Troinsnk1,FALSE,Correct,1,0,1940
CLS022,AWS01L01,SD366,AWS01L01Q8,Q8,"Do you manage Application, Data, Runtime, Middleware, O/S is On-Premises model?",TRUE,FALSE,,,,,FALSE,20,hoinsst,FALSE,Correct,1,0,1166
CLS022,AWS01L01,SD368,AWS01L01Q8,Q8,"Do you manage Application, Data, Runtime, Middleware, O/S is On-Premises model?",TRUE,FALSE,,,,,FALSE,20,thuydt50,FALSE,Correct,1,0,1176
CLS022,AWS01L01,SD369,AWS01L01Q9,Q9,Which of the following are the features of cloud computing?,Security,Availability,Large Network Access,All of the mentioned,,,All of the mentioned,20,soimmt,All of the mentioned,Correct,1,0,829
CLS022,AWS01L01,SD367,AWS01L01Q9,Q9,Which of the following are the features of cloud computing?,Security,Availability,Large Network Access,All of the mentioned,,,All of the mentioned,20,hoivtt15,All of the mentioned,Correct,1,0,914
CLS022,AWS01L01,SD370,AWS01L01Q9,Q9,Which of the following are the features of cloud computing?,Security,Availability,Large Network Access,All of the mentioned,,,All of the mentioned,20,Hooinspq1,All of the mentioned,Correct,1,0,807
CLS022,AWS01L01,SD372,AWS01L01Q9,Q9,Which of the following are the features of cloud computing?,Security,Availability,Large Network Access,All of the mentioned,,,All of the mentioned,20,Khoinhnn10,All of the mentioned,Correct,1,0,896
CLS022,AWS01L01,SD371,AWS01L01Q9,Q9,Which of the following are the features of cloud computing?,Security,Availability,Large Network Access,All of the mentioned,,,All of the mentioned,20,Luoitnt4,All of the mentioned,Correct,1,0,854
CLS022,AWS01L01,SD364,AWS01L01Q9,Q9,Which of the following are the features of cloud computing?,Security,Availability,Large Network Access,All of the mentioned,,,All of the mentioned,20,Minhnn30,All of the mentioned,Correct,1,0,797
CLS022,AWS01L01,SD365,AWS01L01Q9,Q9,Which of the following are the features of cloud computing?,Security,Availability,Large Network Access,All of the mentioned,,,All of the mentioned,20,Troinsnk1,All of the mentioned,Correct,1,0,878
CLS022,AWS01L01,SD366,AWS01L01Q9,Q9,Which of the following are the features of cloud computing?,Security,Availability,Large Network Access,All of the mentioned,,,All of the mentioned,20,hoinsst,Large Network Access,Incorrect,0,1,0
CLS022,AWS01L01,SD368,AWS01L01Q9,Q9,Which of the following are the features of cloud computing?,Security,Availability,Large Network Access,All of the mentioned,,,All of the mentioned,20,thuydt50,All of the mentioned,Correct,1,0,802
CLS022,AWS01L01,SD369,AWS01L01Q10,Q10,One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:,It allows the business to eliminate IT bills.,it allows the business to put a server in each customer’s data center,It allows the business to focus on business activities.,it allows the business to leave servers unpatched.,,,It allows the business to focus on business activities.,30,soimmt,it allows the business to leave servers unpatched.,Incorrect,0,1,0
CLS022,AWS01L01,SD367,AWS01L01Q10,Q10,One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:,It allows the business to eliminate IT bills.,it allows the business to put a server in each customer’s data center,It allows the business to focus on business activities.,it allows the business to leave servers unpatched.,,,It allows the business to focus on business activities.,30,hoivtt15,it allows the business to put a server in each customer’s data center,Incorrect,0,1,0
CLS022,AWS01L01,SD370,AWS01L01Q10,Q10,One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:,It allows the business to eliminate IT bills.,it allows the business to put a server in each customer’s data center,It allows the business to focus on business activities.,it allows the business to leave servers unpatched.,,,It allows the business to focus on business activities.,30,Hooinspq1,It allows the business to focus on business activities.,Correct,1,0,839
CLS022,AWS01L01,SD372,AWS01L01Q10,Q10,One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:,It allows the business to eliminate IT bills.,it allows the business to put a server in each customer’s data center,It allows the business to focus on business activities.,it allows the business to leave servers unpatched.,,,It allows the business to focus on business activities.,30,Khoinhnn10,it allows the business to put a server in each customer’s data center,Incorrect,0,1,0
CLS022,AWS01L01,SD371,AWS01L01Q10,Q10,One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:,It allows the business to eliminate IT bills.,it allows the business to put a server in each customer’s data center,It allows the business to focus on business activities.,it allows the business to leave servers unpatched.,,,It allows the business to focus on business activities.,30,Luoitnt4,it allows the business to leave servers unpatched.,Incorrect,0,1,0
CLS022,AWS01L01,SD364,AWS01L01Q10,Q10,One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:,It allows the business to eliminate IT bills.,it allows the business to put a server in each customer’s data center,It allows the business to focus on business activities.,it allows the business to leave servers unpatched.,,,It allows the business to focus on business activities.,30,Minhnn30,It allows the business to focus on business activities.,Correct,1,0,864
CLS022,AWS01L01,SD365,AWS01L01Q10,Q10,One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:,It allows the business to eliminate IT bills.,it allows the business to put a server in each customer’s data center,It allows the business to focus on business activities.,it allows the business to leave servers unpatched.,,,It allows the business to focus on business activities.,30,Troinsnk1,It allows the business to focus on business activities.,Correct,1,0,697
CLS022,AWS01L01,SD366,AWS01L01Q10,Q10,One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:,It allows the business to eliminate IT bills.,it allows the business to put a server in each customer’s data center,It allows the business to focus on business activities.,it allows the business to leave servers unpatched.,,,It allows the business to focus on business activities.,30,hoinsst,It allows the business to focus on business activities.,Correct,1,0,697
CLS022,AWS01L01,SD368,AWS01L01Q10,Q10,One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:,It allows the business to eliminate IT bills.,it allows the business to put a server in each customer’s data center,It allows the business to focus on business activities.,it allows the business to leave servers unpatched.,,,It allows the business to focus on business activities.,30,thuydt50,It allows the business to focus on business activities.,Correct,1,0,724
CLS022,AWS01L01,SD369,AWS01L01Q11,Q11,What is an example in the aws-cloud-practitioner-essentials course in the explore.skillbuilder.aws,Coffee Shop,Website statistic,Data Management of Bank,Shoe store,,,Coffee Shop,20,soimmt,Data Management of Bank,Incorrect,0,1,0
CLS022,AWS01L01,SD367,AWS01L01Q11,Q11,What is an example in the aws-cloud-practitioner-essentials course in the explore.skillbuilder.aws,Coffee Shop,Website statistic,Data Management of Bank,Shoe store,,,Coffee Shop,20,hoivtt15,Coffee Shop,Correct,1,0,745
CLS022,AWS01L01,SD370,AWS01L01Q11,Q11,What is an example in the aws-cloud-practitioner-essentials course in the explore.skillbuilder.aws,Coffee Shop,Website statistic,Data Management of Bank,Shoe store,,,Coffee Shop,20,Hooinspq1,Shoe store,Incorrect,0,1,0
CLS022,AWS01L01,SD372,AWS01L01Q11,Q11,What is an example in the aws-cloud-practitioner-essentials course in the explore.skillbuilder.aws,Coffee Shop,Website statistic,Data Management of Bank,Shoe store,,,Coffee Shop,20,Khoinhnn10,Data Management of Bank,Incorrect,0,1,0
CLS022,AWS01L01,SD371,AWS01L01Q11,Q11,What is an example in the aws-cloud-practitioner-essentials course in the explore.skillbuilder.aws,Coffee Shop,Website statistic,Data Management of Bank,Shoe store,,,Coffee Shop,20,Luoitnt4,Data Management of Bank,Incorrect,0,1,0
CLS022,AWS01L01,SD364,AWS01L01Q11,Q11,What is an example in the aws-cloud-practitioner-essentials course in the explore.skillbuilder.aws,Coffee Shop,Website statistic,Data Management of Bank,Shoe store,,,Coffee Shop,20,Minhnn30,Coffee Shop,Correct,1,0,662
CLS022,AWS01L01,SD365,AWS01L01Q11,Q11,What is an example in the aws-cloud-practitioner-essentials course in the explore.skillbuilder.aws,Coffee Shop,Website statistic,Data Management of Bank,Shoe store,,,Coffee Shop,20,Troinsnk1,Coffee Shop,Correct,1,0,922
CLS022,AWS01L01,SD366,AWS01L01Q11,Q11,What is an example in the aws-cloud-practitioner-essentials course in the explore.skillbuilder.aws,Coffee Shop,Website statistic,Data Management of Bank,Shoe store,,,Coffee Shop,20,hoinsst,Coffee Shop,Correct,1,0,796
